datetime,Q
2021-03-26 03:15:00,-641.89556784
2021-03-26 03:30:00,-641.89556784
2021-03-26 03:45:00,-641.89556784
2021-03-26 04:00:00,-635.0231203200002
2021-03-26 04:15:00,-635.0231203200002
2021-03-26 04:30:00,-632.73230448
2021-03-26 04:45:00,-632.73230448
2021-03-26 05:00:00,-630.4414886400001
2021-03-26 05:15:00,-630.4414886400001
2021-03-26 05:30:00,-625.8598569600001
2021-03-26 05:45:00,-625.8598569600001
2021-03-26 06:00:00,-621.2782252800001
2021-03-26 06:15:00,-623.5690411200001
2021-03-26 06:30:00,-623.5690411200001
2021-03-26 06:45:00,-623.5690411200001
2021-03-26 07:00:00,-623.5690411200001
2021-03-26 07:15:00,-621.2782252800001
2021-03-26 07:30:00,-618.9874094400001
2021-03-26 07:45:00,-618.9874094400001
2021-03-26 08:00:00,-614.4057777600001
2021-03-26 08:15:00,-614.4057777600001
2021-03-26 08:30:00,-612.11496192
2021-03-26 08:45:00,-609.8241460800001
2021-03-26 09:00:00,-607.5333302400002
2021-03-26 09:15:00,-605.2425144
2021-03-26 09:30:00,-605.2425144
2021-03-26 09:45:00,-602.9516985600001
2021-03-26 10:00:00,-598.3700668800001
2021-03-26 10:15:00,-598.3700668800001
2021-03-26 10:30:00,-600.66088272
2021-03-26 10:45:00,-593.7884352
2021-03-26 11:00:00,-586.9159876800001
2021-03-26 11:15:00,-586.9159876800001
2021-03-26 11:30:00,-584.6251718400001
2021-03-26 11:45:00,-582.3343560000001
2021-03-26 12:00:00,-580.0435401600001
2021-03-26 12:15:00,-577.7527243200001
2021-03-26 12:30:00,-575.4619084800001
2021-03-26 12:45:00,-570.8802768000002
2021-03-26 13:00:00,-566.2986451200001
2021-03-26 13:15:00,-566.2986451200001
2021-03-26 13:30:00,-561.7170134400001
2021-03-26 13:45:00,-564.00782928
2021-03-26 14:00:00,-559.4261976
2021-03-26 14:15:00,-559.4261976
2021-03-26 14:30:00,-557.1353817600001
2021-03-26 14:45:00,-543.3904867200001
2021-03-26 15:00:00,-520.4823283200001
2021-03-26 15:15:00,-534.2272233600002
2021-03-26 15:30:00,-534.2272233600002
2021-03-26 15:45:00,-534.2272233600002
2021-03-26 16:00:00,-525.0639600000001
2021-03-26 16:15:00,-522.7731441600001
2021-03-26 16:30:00,-525.0639600000001
2021-03-26 16:45:00,-527.3547758400001
2021-03-26 17:00:00,-525.0639600000001
2021-03-26 17:15:00,-522.7731441600001
2021-03-26 17:30:00,-536.5180392
2021-03-26 17:45:00,-531.9364075200002
2021-03-26 18:00:00,-497.57416992000003
2021-03-26 18:15:00,-529.64559168
2021-03-26 18:30:00,-536.5180392
2021-03-26 18:45:00,-525.0639600000001
2021-03-26 19:00:00,-534.2272233600002
2021-03-26 19:15:00,-575.4619084800001
2021-03-26 19:30:00,-547.9721184000001
2021-03-26 19:45:00,-552.5537500800001
